model,ver_name,brand
ALI-AN00,#5G,honor
ALN-AL00,#,huawei
ALN-AL80,#,huawei
ALN-LX9,#,huawei
ALP-AL00,#全网通版,huawei
ALP-L09,#Single SIM,huawei
ALP-L29,#Dual SIM,huawei
ALP-TL00,#移动 4G+ 版,huawei
ALT-AL00,#,huawei
ALT-L29,#,huawei
AMN-LX1,#Dual SIM,huawei
AMN-LX2,#Dual SIM,huawei
AMN-LX3,#Single SIM #Dual SIM,huawei
AMN-LX9,#Single SIM #Dual SIM,huawei
ANA-AL00,#4G 全网通版,huawei
ANA-AN00,#5G 全网通版,huawei
ANA-NX9,#Dual SIM,huawei
ANA-TN00,#5G 移动版,huawei
ANB-AN00,#5G,honor
ANE-AL00,#全网通版,huawei
ANE-LX1,#,huawei
ANE-LX2,#,huawei
ANE-LX2J,#,huawei
ANE-LX3,#,huawei
ANE-TL00,#移动 4G+ 版,huawei
ANG-AN00,#5G,huawei
ANG-LX1,#,huawei
ANG-LX2,#,huawei
ANN-AN00,#5G,honor
ANP-AN00,#5G,honor
ANY-AN00,#5G,honor
ANY-LX1,# #,honor
ANY-LX2,#,honor
ANY-LX3,#,honor
ANY-NX1,# #,honor
AQM-AL00,#全网通版,huawei
AQM-AL10,#,honor
AQM-LX1,# #Single SIM #Dual SIM,huawei
AQM-TL00,#移动 4G+ 版,huawei
ARE-AL00,#全网通版 (骁龙 636),honor
ARE-AL10,#全网通版 (骁龙 660),honor
ARE-TL00,#移动 4G+ 版 (骁龙 636),honor
ARS-AL00,#全网通版,huawei
ARS-TL00,#移动 4G+ 版,huawei
ART-AL00m,#全网通版,huawei
ART-AL00x,#全网通版,huawei
ART-L28,#Single SIM #Dual SIM,huawei
ART-L29,#Dual SIM #Dual SIM,huawei
ART-L29N,#Dual SIM,huawei
ART-T0,#,coolpad
ART-TL00x,#移动 4G+ 版,huawei
ASK-AL00x,#全网通版 (麒麟 710F),honor
ASK-AL20,#全网通版 (麒麟 710A),honor
ASK-TL00x,#移动 4G+ 版 (麒麟 710F),honor
ASUS_AI2201_A,#游戏手机 6,asus
ASUS_AI2201_B,#游戏手机 6 Pro,asus
ASUS_AI2203_A,#游戏手机 6 天玑版,asus
ASUS_AI2203_B,#游戏手机 6 天玑至尊版,asus
ASUS_AI2205_A,#游戏手机 7,asus
ASUS_AI2205_B,#游戏手机 7 Pro,asus
ASUS_I001DA,#游戏手机 2,asus
ASUS_I001DB,#游戏手机 2,asus
ASUS_I003DD,#游戏手机 3,asus
ASUS_I005DA,#游戏手机 5 #游戏手机 5s,asus
ASUS_I005DB,#游戏手机 5 Pro #游戏手机 5s Pro,asus
ASUS_I007D,#,asus
ASUS_Z01QD,#游戏手机,asus
ATH-AL00,#全网通版,honor
ATH-CL00,#电信版,honor
ATH-TL00,#移动定制版,honor
ATH-TL00H,#移动渠道版,honor
ATH-UL00,#双 4G 版,honor
ATH-UL01,#,honor
ATH-UL06,#,honor
ATH-UL11,#,honor
ATH-UL16,#,honor
ATU-AL10,#全网通版,huawei
ATU-L21,#Dual SIM,huawei
ATU-L22,#Dual SIM,huawei
ATU-L23,#Dual SIM,huawei
ATU-L31,#Dual SIM,huawei
ATU-L42,#Dual SIM,huawei
ATU-LX3,#Single SIM,huawei
ATU-TL10,#移动 4G+ 版,huawei
AUM-AL00,#全网通标配版,honor
AUM-AL20,#全网通高配版 #,honor
AUM-L29,#,honor
AUM-L33,#,honor
AUM-L41,#,honor
AUM-TL00,#移动 4G+ 标配版,honor
AUM-TL20,#移动 4G+ 高配版,honor
AVA-PA00,#,zhixuan
AWM-A0,# #China,blackshark
BAC-AL00,#全网通版,huawei
BAC-L01,#Single SIM,huawei
BAC-L03,#Single SIM,huawei
BAC-L21,#Dual SIM,huawei
BAC-L22,#Dual SIM,huawei
BAC-L23,#Dual SIM,huawei
BAC-TL00,#移动 4G+ 版,huawei
BAL-AL00,#,huawei
BAL-AL60,#,huawei
BAL-L49,#,huawei
BAL-LX9,#,huawei
BE2011,#北美版 #North America,oneplus
BE2012,#T-Mobile 版 #T-Mobile,oneplus
BE2013,#国际版 #Global,oneplus
BE2015,#Metro 版 #Metro,oneplus
BE2025,#Metro 版 #Metro,oneplus
BE2026,#北美版 #North America,oneplus
BE2028,#T-Mobile 版 #T-Mobile,oneplus
BE2029,#欧洲版/国际版 #EU / Global,oneplus
BKK-AL00,#全网通版 (4GB+64GB),honor
BKK-AL10,#全网通版,honor
BKK-L21,#,honor
BKK-L22,#,honor
BKK-LX2,#,honor
BKK-TL00,#移动 4G+ 版,honor
BKL-AL00,#全网通标配版,honor
BKL-AL10,#全网通高配版,honor
BKL-AL20,#全网通尊享版,honor
BKL-L04,#United States,honor
BKL-L09,#,honor
BKL-TL10,#移动 4G+ 版,honor
BLA-A09,#United States #United States,huawei
BLA-AL00,#全网通版 #,huawei
BLA-L09,#Single SIM,huawei
BLA-L29,#Dual SIM #Dual SIM,huawei
BLA-TL00,#移动 4G+ 版,huawei
BLN-AL10,#全网通版,honor
BLN-AL20,#全网通版,honor
BLN-AL30,#全网通版 (电信 800M),honor
BLN-AL40,#全网通版 (电信 800M),honor
BLN-L21,#,honor
BLN-L22,#,honor
BLN-L24,#United States,honor
BLN-TL00,#移动定制版,honor
BLN-TL10,#移动定制版,honor
BMH-AN10,#5G 全网通版,honor
BMH-AN20,#5G 全网通版,honor
BMH-TN10,#5G 移动定制版,honor
BMH-TN20,#5G 移动定制版,honor
BND-AL00,#全网通版 (4GB+64GB),honor
BND-AL10,#全网通版 #,honor
BND-L21,#,honor
BND-L24,#United States,honor
BND-L31,#,honor
BND-L34,#United States,huawei
BND-TL10,#移动 4G+ 版,honor
BNE-AL00,#,huawei
BNE-LX1,#,huawei
BNE-LX3,#,huawei
BOS-A0,#,coolpad
BRA-AL00,#,huawei
BRQ-AL00,#4G,huawei
BRQ-AN00,#5G,huawei
C105,#,coolpad
C105-6,#,coolpad
C105-8,#,coolpad
C106,#,coolpad
C106-6,#,coolpad
C106-7,#,coolpad
C106-8,#,coolpad
C106-9,#,coolpad
C107,#,coolpad
C107-9,#,coolpad
C1502W,#,google
C8817D,#电信版,honor
CAM-AL00,#全网通版,honor
CAM-CL00,#电信版,honor
CAM-TL00,#移动增强版,honor
CAM-TL00H,#移动渠道版,honor
CAM-UL00,#双 4G 版,honor
CAN-L01,#,huawei
CAN-L02,#,huawei
CAN-L03,#,huawei
CAN-L11,#,huawei
CAN-L12,#,huawei
CAN-L13,#,huawei
CDL-AN50,#,huawei
CDY-AN00,#5G 全网通版,huawei
CDY-AN20,#5G 全网通版,huawei
CDY-AN90,#5G 全网通版,honor
CDY-AN95,#5G 全网通版,honor
CDY-NX9,# #5G,huawei
CDY-TN00,#5G 移动版,huawei
CDY-TN20,#5G 移动版,huawei
CDY-TN90,#5G 移动定制版,honor
CDY-TN95,#5G 移动定制版,honor
CET-AL00,#,huawei
CET-AL60,#,huawei
CET-LX9,#,huawei
CHA-A0,#,coolpad
CHA-AL80,#,huawei
CHE-TL00,#移动定制版 (2015),honor
CHE-TL00H,#移动渠道版 (2015),honor
CHL-AL00,#,honor
CHL-AL60,#,huawei
CHL-AN00,#5G,honor
CHM-CL00,#电信版,honor
CHM-TL00,#移动定制版,honor
CHM-TL00H,#移动渠道版,honor
CHM-U01,#,honor
CHM-UL00,#双 4G 版,honor
CLT-AL00,#全网通版,huawei
CLT-AL00l,#真皮限量版 全网通版,huawei
CLT-AL01,#全网通版 (6GB+64GB),huawei
CLT-L04,#Single SIM,huawei
CLT-L09,#Single SIM,huawei
CLT-L29,#Dual SIM,huawei
CLT-TL00,#移动 4G+ 版,huawei
CLT-TL01,#移动 4G+ 版 (6GB+64GB),huawei
CMA-AN00,#5G,honor
CMA-AN40,#5G,honor
CMA-LX1,#,honor
CMA-LX2,#,honor
CMA-LX3,#,honor
CND-AN00,#,huawei
COL-AL00,#全网通标配版,honor
COL-AL10,#全网通高配版 #,honor
COL-L29,#,honor
COL-L29D,#,honor
COL-TL00,#移动 4G+ 标配版,honor
COL-TL10,#移动 4G+ 高配版,honor
COR-AL00,#全网通标配版 #,honor
COR-AL10,#全网通高配版,honor
COR-L29,#,honor
COR-TL10,#移动 4G+ 高配版,honor
CP03,#,coolpad
CP05,#5G / 酷派大观 40 Pro 5G,coolpad
CP07,#5G,coolpad
CP13,#,coolpad
CP15,#5G,coolpad
CP16t,#5G,coolpad
CP17,#5G,coolpad
CPH1701,#2016,oppo
CPH1803,#,oppo
CPH1805,#,oppo
CPH1809,#,oppo
CPH1819,#,oppo
CPH1821,#,oppo
CPH1823,#,oppo
CPH1825,#,oppo
CPH1831,#,oppo
CPH1833,#,oppo
CPH1835,#,oppo
CPH1837,#,oppo
CPH1851,#,oppo
CPH1853,#,oppo
CPH1859,# #,oppo
CPH1861,#,realme
CPH1871,#,oppo
CPH1875,#,oppo
CPH1877,#,oppo
CPH1879,#,oppo
CPH1881,#,oppo
CPH1893,# #,oppo
CPH1893RU,# #,oppo
CPH1901,#,oppo
CPH1903,#,oppo
CPH1905,#,oppo
CPH1907,#,oppo
CPH1909,#,oppo
CPH1909RU,#,oppo
CPH1911,#,oppo
CPH1912,#,oppo
CPH1917,#,oppo
CPH1919,#,oppo
CPH1920,#,oppo
CPH1921,#,oppo
CPH1923,#,oppo
CPH1923RU,#,oppo
CPH1931,# #,oppo
CPH1933,#,oppo
CPH1937,#,oppo
CPH1938,#,oppo
CPH1941,# #,oppo
CPH1943,# #,oppo
CPH1945,#,oppo
CPH1951,#,oppo
CPH1951RU,#,oppo
CPH1955,#,oppo
CPH1969,#,oppo
CPH1979,#,oppo
CPH1983,#,oppo
CPH1987,#,oppo
CPH1989,#,oppo
CPH2001,# #,oppo
CPH2005,#,oppo
CPH2009,# #India,oppo
CPH2013,#,oppo
CPH2015,#,oppo
CPH2021,#,oppo
CPH2023,#,oppo
CPH2025,#,oppo
CPH2031,#,oppo
CPH2035,#Global,oppo
CPH2036,#Global,oppo
CPH2037,#Global,oppo
CPH2043,#,oppo
CPH2059,#,oppo
CPH2061,#,oppo
CPH2065,#,oppo
CPH2067,#,oppo
CPH2069,#,oppo
CPH2071,#,oppo
CPH2073,#,oppo
CPH2077,#,oppo
CPH2081,#,oppo
CPH2083,# #,oppo
CPH2089,#,oppo
CPH2091,#,oppo
CPH2095,# #,oppo
CPH2099,#,oppo
CPH2109,#,oppo
CPH2113,#,oppo
CPH2119,# #,oppo
CPH2121,#,oppo
CPH2123,#,oppo
CPH2125,#,oppo
CPH2127,# #,oppo
CPH2131,#,oppo
CPH2133,#,oppo
CPH2135,#5G,oppo
CPH2137,# #,oppo
CPH2139,#,oppo
CPH2145,# #5G,oppo
CPH2159,#,oppo
CPH2161,#5G,oppo
CPH2173,#,oppo
CPH2179,#,oppo
CPH2185,#,oppo
CPH2195,#5G,oppo
CPH2197,# #5G,oppo
CPH2199,#,oppo
CPH2201,#,oppo
CPH2203,#,oppo
CPH2205,#,oppo
CPH2207,# #5G,oppo
CPH2209,#,oppo
CPH2211,# #5G,oppo
CPH2213,# #5G,oppo
CPH2217,# #,oppo
CPH2219,# #,oppo
CPH2223,#,oppo
CPH2235,#,oppo
CPH2237,# #5G,oppo
CPH2239,#,oppo
CPH2247,#5G,oppo
CPH2249,#5G,oppo
CPH2251,#5G,oppo
CPH2263,#5G,oppo
CPH2269,#,oppo
CPH2271,#,oppo
CPH2273,#,oppo
CPH2275,#,oppo
CPH2285,#,oppo
CPH2293,#5G,oppo
CPH2303,#5G,oppo
CPH2305,#,oppo
CPH2307,#,oppo
CPH2309,#5G,oppo
CPH2321,#5G,oppo
CPH2325,#,oppo
CPH2333,#,oppo
CPH2339,#5G,oppo
CPH2341,#5G,oppo
CPH2343,#5G 1#5G 2#5G #5G,oppo
CPH2349,#,oppo
CPH2351,#,oppo
CPH2353,#,oppo
CPH2357,#5G,oppo
CPH2359,#5G,oppo
CPH2363,# #,oppo
CPH2365,# #,oppo
CPH2371,# #5G,oppo
CPH2373,#,oppo
CPH2375,#,oppo
CPH2381,#印度版 #India,oneplus
CPH2385,# #,oppo
CPH2387,#,oppo
CPH2389,# #,oneplus
CPH2399,#国际版 #Global,oneplus
CPH2401,#印度版 #India,oneplus
CPH2407,#,oppo
CPH2409,#欧洲版/国际版 #EU / Global,oneplus
CPH2411,#长寿版 印度版 #Endurance India,oneplus
CPH2413,1#印度版 #India,oneplus
CPH2415,1#欧洲版/国际版 #EU / Global,oneplus
CPH2417,1#北美版 #North America,oneplus
CPH2419,1#T-Mobile 版 #T-Mobile,oneplus
CPH2421,#,oppo
CPH2423,#印度版 #India,oneplus
CPH2437,#,oppo
CPH2439,#,oppo
CPH2447,#印度版 #India,oneplus
CPH2449,#欧洲版/国际版 #EU / Global,oneplus
CPH2451,#北美版 #North America,oneplus
CPH2455,#5G,oppo
CPH2457,#5G,oppo
CPH2459,# #,oneplus
CPH2461,# #,oppo
CPH2465,#国际版 #Global,oneplus
CPH2467,#印度版 #India,oneplus
CPH2469,#20 SE #20 SE,oneplus
CPH2471,#,oppo
CPH2473,#,oppo
CPH2477,#,oppo
CPH2481,# #,oppo
CPH2483,#5G,oppo
CPH2487,1#印度版 #India,oneplus
CPH2491,#印度版 #India,oneplus
CPH2493,#欧洲版 #EU,oneplus
CPH2495,#5G,oppo
CPH2505,#5G,oppo
CPH2513,# #,oneplus
CPH2515,# #,oneplus
CPH2521,#5G,oppo
CPH2523,#,oppo
CPH2525,#5G,oppo
CPH2527,#5G,oppo
CPH2529,#5G,oppo
CPH2531,#5G,oppo
CPH2565,#,oppo
CPH2569,#印度版 #India,oneplus
CRR-L09,#Single SIM,huawei
CRR-UL00,#Dual SIM,huawei
CRT-AN00,#5G,honor
CRT-LX1,#,honor
CRT-LX2,#,honor
CRT-LX3,#,honor
CRT-NX1,#5G,honor
CRT-NX3,#5G,honor
CTR-AL00,#,huawei
CTR-LX1,#,huawei
CTR-LX2,#,huawei
CTR-LX3,#,huawei
CUN-AL00,#全网通版,honor
CUN-TL00,#移动定制版,honor
Che1-CL10,#电信版,honor
Che1-CL20,#全网通版,honor
Che1-L04,#India,honor
Che2-L03,#Single SIM,honor
Che2-L11,#Dual SIM,honor
Che2-L12,#Dual SIM,honor
Che2-L23,#Dual SIM,honor
Che2-TL00,#移动渠道版 (2014),honor
Che2-TL00H,#移动渠道版 (2014),honor
Che2-TL00M,#移动定制版 (2014),honor
Che2-UL00,#联通版,honor
DAV-703L,#,huawei
DAV-713L,#,huawei
DCO-AL00,# #,huawei
DCO-LX9,#,huawei
DE106,#,smartisan
DE2117,#北美版 #North America,oneplus
DE2118,#T-Mobile 版 #T-Mobile,oneplus
DET-A0,#,coolpad
DIG-AL00,#全网通版,huawei
DIG-L22HN,#,honor
DIG-TL10,#移动 4G+ 版,huawei
DIO-AN00,#5G #5G,honor
DLI-AL10,#全网通版,honor
DLI-L22,#,honor
DLI-L42,#,honor
DLI-TL20,#移动定制版 #,honor
DLT-A0,#全网通版 #China,blackshark
DLT-H0,#国际版 #Global,blackshark
DN2101,#印度版 #India,oneplus
DN2103,#欧洲版 #EU,oneplus
DRA-AL00,#全网通版,huawei
DRA-AL00IA,#,honor
DRA-L01,#Single SIM,huawei
DRA-L21,#Dual SIM,huawei
DRA-LX2,#Dual SIM,huawei
DRA-LX5,#,honor
DRA-LX9,#Single SIM #Dual SIM,huawei
DRA-TL00,#移动 4G+ 版,huawei
DT1901A,#黑色/松绿色,smartisan
DT1902A,#白色,smartisan
DT2002C,#,smartisan
DT2003A,#有线版,smartisan
DT2003C,#无线版,smartisan
DUA-AL00,#全网通版,honor
DUA-L22,#,honor
DUA-LX3,#,honor
DUA-TL00,#移动 4G+ 版,honor
DUB-AL00,#全网通标配/高配版,huawei
DUB-AL00a,#全网通顶配版,huawei
DUB-AL20,#全网通标配/高配版,huawei
DUB-LX1,#Single SIM #Dual SIM,huawei
DUB-LX3,#Single SIM #Dual SIM,huawei
DUB-TL00,#移动 4G+ 标配/高配版,huawei
DUB-TL00a,#移动 4G+ 顶配版,huawei
DUK-AL20,#全网通版,honor
DUK-L09,#,honor
DUK-TL30,#移动定制版,honor
DVC-AN00,#5G,huawei
DVC-AN20,#5G 全网通版,huawei
DVC-TN20,#5G 移动版,huawei
E6683,#,sony
E6883,#,sony
EB2101,#印度版 #India,oneplus
EB2103,#欧洲版/国际版 #EU / Global,oneplus
EBG-AN00,#5G 全网通版,honor
EBG-AN10,#5G,honor
EBG-TN00,#5G 移动定制版,honor
EDI-AL10,#全网通版,honor
EDI-DL00,#移动/联通版,honor
ELE-AL00,#全网通版,huawei
ELE-L09,#Single SIM,huawei
ELE-L29,#Dual SIM,huawei
ELE-TL00,#移动 4G+ 版,huawei
ELS-AN00,#5G 全网通版,huawei
ELS-AN10,#5G 全网通版,huawei
ELS-N04,#Single SIM,huawei
ELS-NX9,#Single SIM #Dual SIM,huawei
ELS-TN00,#5G 移动版,huawei
ELS-TN10,#5G 移动版,huawei
ELZ-AN00,#5G,honor
ELZ-AN10,#5G,honor
ELZ-AN20,#5G,honor
EML-AL00,#全网通版,huawei
EML-L09,#Single SIM,huawei
EML-L29,#Dual SIM,huawei
EML-TL00,#移动 4G+ 版,huawei
EVA-AL00,#全网通版 (32GB),huawei
EVA-AL10,#全网通版 (64GB),huawei
EVA-CL00,#电信版,huawei
EVA-DL00,#双 4G 版,huawei
EVA-L09,#Single SIM,huawei
EVA-L19,#Dual SIM,huawei
EVA-L29,#Dual SIM,huawei
EVA-TL00,#移动版,huawei
EVE-AL00,#,huawei
EVE-LX3,#,huawei
EVE-LX9,#,huawei
EVE-LX9N,#,huawei
EVR-AL00,#全网通版,huawei
EVR-AN00,#5G,huawei
EVR-L29,#Dual SIM,huawei
EVR-N29,#5G Dual SIM,huawei
EVR-TL00,#移动 4G+ 版,huawei
F810,#5G,zhixuan
F8332,#,sony
FIG-AL00,#全网通标配版,huawei
FIG-AL10,#全网通高配版,huawei
FIG-LA1,#,huawei
FIG-LX1,#,huawei
FIG-LX2,#,huawei
FIG-LX3,#,huawei
FIG-TL00,#移动 4G+ 标配版,huawei
FIG-TL10,#移动 4G+ 高配版,huawei
FIO-BD00,#5G,zhixuan
FIO-TL00,#5G,zhixuan
FLA-AL00,#全网通版,huawei
FLA-AL10,#全网通版,huawei
FLA-AL20,#全网通版,huawei
FLA-LX1,#Dual SIM,huawei
FLA-LX3,#Dual SIM,huawei
FLA-TL00,#移动 4G+ 版,huawei
FLA-TL10,#移动 4G+ 版,huawei
FNE-AN00,#5G,honor
FNE-NX9,#5G,honor
FOA-AL00,#,huawei
FOA-LX9,#,huawei
FRD-AL00,#全网通版 (3/4GB+32GB),honor
FRD-AL10,#全网通版 (4GB+64GB),honor
FRD-DL00,#移动/联通版,honor
FRD-L02,#Single SIM,honor
FRD-L04,#Single SIM,honor
FRD-L09,#Dual SIM,honor
FRD-L19,#Dual SIM,honor
FRD-TL00,#移动版,honor
FRI-AN00,#5G,honor
FRI-AN10,#5G,honor
FRI-NX9,#,honor
FRL-AN00a,#5G 全网通版,huawei
FRL-L21,#Dual SIM,huawei
FRL-L22,#Dual SIM,huawei
FRL-L23,#Dual SIM,huawei
FRL-TN00,#5G 移动版,huawei
G-2PW2100,#North America,google
G-2PW2200,#Rest of the world,google
G-2PW4100,#North America,google
G-2PW4200,#Rest of the world,google
G011A,#,google
G011C,#,google
G013A,#,google
G013B,#Japan,google
G013C,#,google
G013D,#Japan,google
G020A,#Verizon,google
G020B,"#UK, Europe, and APAC",google
G020C,#North America,google
G020D,#Japan,google
G020E,#Verizon,google
G020F,"#UK, Europe, and APAC",google
G020G,#North America,google
G020H,#Japan,google
G020I,"#North America, TW",google
G020J,"#North America, TW",google
G020M,#Rest of the world,google
G020N,#Japan,google
G020P,#Rest of the world,google
G020Q,#Japan,google
G025E,"#North America, TW",google
G025H,#Japan,google
G025I,#Rest of the world,google
G025J,"#North America, TW",google
G025M,#Japan,google
G025N,#Rest of the world,google
G03Z5,#Japan,google
G0B96,#Japan,google
G0DZQ,#mmWave,google
G1AZG,#Rest of the world,google
G1F8F,#US,google
G4S1M,#Japan,google
G5NZ6,#Japan,google
G620S-UL00,#联通版,honor
G621-TL00,#移动定制版,honor
G621-TL00M,#移动渠道版,honor
G6QU3,#Verizon,google
G750-T00,#双 3G 版,honor
G750-T01,#,honor
G750-T20,#Pro,honor
G750-U00,#联通版,honor
G8142,#,sony
G8232,#,sony
G82U8,#Japan,google
G8342,#,sony
G8VOU,"#(US, AU) (mmWave)",google
G9FPL,"#US, EU",google
G9S9B,"#US, mmWave",google
GAR-AN00,#5G,zhixuan
GB17L,#Japan,google
GB62Z,"#US, mmWave",google
GB7N6,#Rest of the world,google
GD1YQ,#US,google
GE2AE,"#(US, AU) (mmWave)",google
GF5KQ,#Japan,google
GFE4J,#Japan,google
GHL1X,#Global,google
GIA-AN00,#5G,honor
GIA-AN80,#5G,honor
GLA-AL00,#,huawei
GLA-LX1,#,huawei
GLA-LX3,#,huawei
GLK-AL00,#全网通版,huawei
GLK-LX1U,#联通定制版,huawei
GLK-TL00,#移动 4G+ 版,huawei
GLUOG,#Rest of the world,google
GM1900,#全网通版 #China,oneplus
GM1901,#印度版 #India,oneplus
GM1903,#欧洲版 #EU,oneplus
GM1905,#北美版/国际版 #North America / Global,oneplus
GM1910,#全网通版 #China,oneplus
GM1911,#印度版 #India,oneplus
GM1913,#欧洲版 #EU,oneplus
GM1915,#北美版/国际版 #North America / Global,oneplus
GM1917,#T-Mobile 版 #T-Mobile,oneplus
GM1920,#欧洲版 #EU,oneplus
GM1925,#Sprint 版 #Sprint,oneplus
GN2200,# #,oneplus
GOA-AL80,#,huawei
GOA-AL80U,#,huawei
GOA-LX9,#,huawei
GP4BC,#Rest of the world,google
GQML3,"#US, mmWave",google
GR1YH,#Japan,google
GRA-A0,#,coolpad
GRA-L09,#Single SIM,huawei
GRA-M0,#,coolpad
GRA-UL00,#Dual SIM,huawei
GRA-UL10,#Dual SIM,huawei
GT-I8190N,#,samsung
GT-I9000,#公开版,samsung
GT-I9008,#移动定制版,samsung
GT-I9008L,#移动定制版,samsung
GT-I9018,#移动定制版,samsung
GT-I9100,#Exynos,samsung
GT-I9100G,#德州仪器,samsung
GT-I9108,#移动定制版,samsung
GT-I9220,#公开版,samsung
GT-I9228,#移动定制版,samsung
GT-I9300,#公开版,samsung
GT-I9300I,#公开版,samsung
GT-I9308,#移动定制版,samsung
GT-I9308I,#移动定制版,samsung
GT-I9500,#公开版,samsung
GT-I9502,#联通定制版,samsung
GT-I9507V,#联通 4G 定制版,samsung
GT-I9508,#移动定制版,samsung
GT-I9508V,#移动 4G 定制版,samsung
GT-N7100,#公开版,samsung
GT-N7102,#联通定制版,samsung
GT-N7102i,#联通定制版,samsung
GT-N7108,#移动定制版,samsung
GT-N7108D,#移动 4G 定制版,samsung
GTT9Q,#Rest of the world,google
GVU6C,#Rest of the world,google
GWKK3,"#North America, EU",google
GX7AS,"#North America, TW",google
H30-C00,#电信版,honor
H30-L01,#移动 4G 版,honor
H30-L01M,#移动 4G 定制版,honor
H30-L02,#联通 4G 版,honor
H30-T00,#移动 3G 版 (4GB),honor
H30-T10,#移动 3G 版 (8GB),honor
H30-U10,#联通 3G 版,honor
H4233,#,sony
H60-L01,#移动版,honor
H60-L02,#联通版,honor
H60-L03,#移动定制版,honor
H60-L04,#,honor
H60-L11,#移动高配版,honor
H60-L12,#联通高配版,honor
H60-L21,#至尊版,honor
H8166,#,sony
H8296,#,sony
H9493,#,sony
HD1900,#全网通版 #China,oneplus
HD1901,#印度版 #India,oneplus
HD1903,#欧洲版 #EU,oneplus
HD1905,#北美版/国际版 #North America / Global,oneplus
HD1907,#T-Mobile 版 #T-Mobile,oneplus
HD1910,#全网通版 #China,oneplus
HD1911,#印度版 #India,oneplus
HD1913,#欧洲版/国际版 #EU / Global,oneplus
HD1925,#T-Mobile 版 #Concept One #T-Mobile #Concept One,oneplus
HJC-AN90,#5G,honor
HJC-LX9,#,honor
HLK-AL00,#全网通版,honor
HLK-AL00a,#全网通版,honor
HLK-AL10,#,honor
HLK-L41,#,honor
HLK-L42,#,honor
HLK-TL00,#移动 4G+ 版,honor
HMA-AL00,#全网通版,huawei
HMA-L09,#Single SIM,huawei
HMA-L29,#Dual SIM,huawei
HMA-TL00,#移动 4G+ 版,huawei
HOU-5GA,#5G,coolpad
HPB-TN00,#5G,honor
HRY-AL00,#全网通版 #,honor
HRY-AL00T,#全网通版,honor
HRY-AL00Ta,#全网通版 (麒麟 710F) #,honor
HRY-AL00a,#全网通版 (麒麟 710F) #,honor
HRY-LX1,#,honor
HRY-LX1MEB,#,honor
HRY-LX1T,#,honor
HRY-LX2,#,honor
HRY-TL00,#移动 4G+ 版,honor
HRY-TL00T,#移动 4G+ 版,honor
HUAWEI A199,#,huawei
HUAWEI ALE-CL00,#电信版,huawei
HUAWEI ALE-TL00,#移动版,huawei
HUAWEI ALE-UL00,#双 4G 版,huawei
HUAWEI B199,#,huawei
HUAWEI C199,#,huawei
HUAWEI C199s,#,huawei
HUAWEI C8860E,Honor 电信版,honor
HUAWEI C8950D,Honor+ 电信版,honor
HUAWEI CAZ-AL00,#全网通标配版,huawei
HUAWEI CAZ-AL10,#全网通高配版,huawei
HUAWEI CAZ-TL10,#移动定制标配版,huawei
HUAWEI CAZ-TL20,#移动定制高配版,huawei
HUAWEI CRR-CL00,#电信臻享版,huawei
HUAWEI CRR-CL20,#电信臻逸版,huawei
HUAWEI CRR-TL00,#移动臻享版,huawei
HUAWEI CRR-UL00,#双 4G 臻享版,huawei
HUAWEI CRR-UL20,#双 4G 臻逸版,huawei
HUAWEI D2-0082,#联通版,huawei
HUAWEI D2-2010,#电信版,huawei
HUAWEI D2-5000,#移动 3G 版,huawei
HUAWEI D2-6070,#移动 4G 版,huawei
HUAWEI G6-C00,#电信版,huawei
HUAWEI G6-T00,#移动版,huawei
HUAWEI G6-U00,#联通版,huawei
HUAWEI G7-TL00,#移动版,huawei
HUAWEI G7-UL00,#联通版,huawei
HUAWEI GRA-CL00,#电信标配版,huawei
HUAWEI GRA-CL10,#电信高配版,huawei
HUAWEI GRA-TL00,#移动标配版,huawei
HUAWEI GRA-UL00,#双 4G 标配版,huawei
HUAWEI GRA-UL10,#双 4G 高配版,huawei
HUAWEI HN3-U01,荣耀 3 outdoor,honor
HUAWEI MLA-AL00,#全网通标配版,huawei
HUAWEI MLA-AL10,#全网通高配版,huawei
HUAWEI MLA-TL00,#移动 4G 版,huawei
HUAWEI MLA-TL10,#移动版,huawei
