model,ver_name,brand
HUAWEI MLA-UL00,#双 4G 版,huawei
HUAWEI MT1-T00,#移动版,huawei
HUAWEI MT1-U06,#联通版,huawei
HUAWEI MT2-C00,#电信 3G 版,huawei
HUAWEI MT2-L02,#移动 4G 版,huawei
HUAWEI MT2-L05,#联通 4G 版,huawei
HUAWEI MT2-U071,#联通 3G 版,huawei
HUAWEI MT7-CL00,#电信版,huawei
HUAWEI MT7-TL00,#移动版,huawei
HUAWEI MT7-TL10,#双 4G 版,huawei
HUAWEI MT7-UL00,#联通版,huawei
HUAWEI NXT-AL10,#全网通版,huawei
HUAWEI NXT-CL00,#电信版,huawei
HUAWEI NXT-DL00,#双 4G 版,huawei
HUAWEI NXT-TL00,#移动版,huawei
HUAWEI P2-0000,#,huawei
HUAWEI P6 S-U06,#联通版,huawei
HUAWEI P6-C00,#电信版,huawei
HUAWEI P6-T00,#移动渠道版,huawei
HUAWEI P6-T00V,#移动定制版,huawei
HUAWEI P6-U06,#联通版,huawei
HUAWEI P7-L00,#联通版,huawei
HUAWEI P7-L05,#移动渠道版,huawei
HUAWEI P7-L07,#移动定制版,huawei
HUAWEI P7-L09,#电信版,huawei
HUAWEI RIO-AL00,#全网通版,huawei
HUAWEI RIO-CL00,#电信 4G 版,huawei
HUAWEI RIO-TL00,#移动版,huawei
HUAWEI RIO-UL00,#联通版,huawei
HUAWEI T8950,Honor+ 移动版,honor
HUAWEI T9510E,#四核 XL 移动版,huawei
HUAWEI TAG-AL00,#全网通版,huawei
HUAWEI TAG-CL00,#电信 4G 版,huawei
HUAWEI TAG-TL00,#移动 4G 版,huawei
HUAWEI TIT-AL00,#全网通版,huawei
HUAWEI TIT-CL00,#电信 4G 版,huawei
HUAWEI TIT-CL10,#电信 4G 版,huawei
HUAWEI TIT-TL00,#移动 4G 版,huawei
HUAWEI U8860,Honor 联通版,honor
HUAWEI U8950D,Honor+ 联通版,honor
HUAWEI U9200,#,huawei
HUAWEI U9200E,#XL,huawei
HUAWEI U9200S,#S,huawei
HUAWEI U9500,#,huawei
HUAWEI U9500E,#XL,huawei
HUAWEI U9508,荣耀四核爱享版,honor
HUAWEI U9510,#四核,huawei
HUAWEI U9510E,#四核 XL,huawei
HUAWEI VNS-AL00,#全网通版,huawei
HUAWEI VNS-CL00,#电信版,huawei
HUAWEI VNS-DL00,#双 4G 版,huawei
HUAWEI VNS-TL00,#移动版,huawei
HWI-AL00,#全网通版,huawei
HWI-TL00,#移动 4G+ 版,huawei
Hebe-BD00,#5G,zhixuan
Hera-BD00,#5G,zhixuan
Hol-T00,#移动版,honor
Hol-U10,#联通版,honor
I2011,#5G,vivo
I2018,#,vivo
I2019,#,vivo
I2022,#,vivo
I2126,#,vivo
I2127,#,vivo
I2201,#,vivo
I2202,#,vivo
I2203,#,vivo
I2205,#,vivo
I2206,#,vivo
I2207,#5G,vivo
I2208,#5G,vivo
I2212,#,vivo
I2213,#5G,vivo
I2214,#5G,vivo
I2216,#5G,vivo
I2217,#5G,vivo
I2223,#5G,vivo
I2301,#5G,vivo
I4293,#,sony
IN2010,#全网通版 #China,oneplus
IN2011,#印度版 #India,oneplus
IN2013,#欧洲版 #EU,oneplus
IN2015,#北美版/国际版 #North America / Global,oneplus
IN2017,#T-Mobile 版 #T-Mobile,oneplus
IN2019,#Visible 版/Verizon 版 #Visible / Verzion,oneplus
IN2020,#全网通版 #China,oneplus
IN2021,#印度版 #India,oneplus
IN2023,#欧洲版 #EU,oneplus
IN2025,#北美版/国际版 #North America / Global,oneplus
INE-AL00,#全网通版,huawei
INE-LX1,# #,huawei
INE-LX1r,#,huawei
INE-LX2,#,huawei
INE-LX2r,#,huawei
INE-TL00,#移动 4G+ 版,huawei
IV2201,#印度版 #India,oneplus
J9110,#,sony
J9180,#Professional Editon,sony
J9210,#,sony
JAD-AL00,#骁龙 888,huawei
JAD-AL50,#麒麟 9000,huawei
JAD-AL60,#麒麟 9000,huawei
JAD-AL80,#骁龙 888,huawei
JAD-LX4,#,huawei
JAD-LX9,#,huawei
JAT-AL00,#全网通版,honor
JAT-L29,# #Dual SIM,honor
JAT-L41,#,honor
JAT-LX1,# #Dual SIM,honor
JAT-LX3,# #Single SIM #Dual SIM,honor
JAT-TL00,#移动 4G+ 版,honor
JEF-AN00,#5G 全网通版,huawei
JEF-AN20,#5G 全网通版,huawei
JEF-TN00,#5G 移动版,huawei
JEF-TN20,#5G 移动版,huawei
JER-AN10,#5G 全网通版,huawei
JER-AN20,#5G 全网通版,huawei
JER-TN10,#5G 移动版,huawei
JER-TN20,#5G 移动版,huawei
JKM-AL00,#全网通版,huawei
JKM-AL00a,#全网通版 (4GB+64GB),huawei
JKM-AL00b,#全网通版 (麒麟 710F),huawei
JKM-LX1,#Single SIM #Dual SIM #Dual SIM,huawei
JKM-LX2,#Dual SIM #Dual SIM,huawei
JKM-LX3,#Dual SIM #Single SIM #Dual SIM,huawei
JKM-TL00,#移动 4G+ 版,huawei
JLH-AN00,#5G,honor
JLN-AL00,# #,huawei
JLN-LX1,#,huawei
JLN-LX3,#,huawei
JMM-AL00,#全网通标配版,honor
JMM-AL10,#全网通高配版,honor
JMM-L22,#,honor
JMM-TL00,#移动定制标配版,honor
JMM-TL10,#移动定制高配版,honor
JNY-AL10,#全网通版,huawei
JNY-LX1,#Dual SIM #Dual SIM,huawei
JNY-LX2,#Single SIM,huawei
JNY-TL10,#移动版,huawei
JSC-AL50,#4G 全网通版,huawei
JSC-AN00,#5G 全网通版,huawei
JSC-TN00,#5G 移动版,huawei
JSM-TL00,#移动 4G+ 版,honor
JSN-AL00,#全网通版,honor
JSN-AL00a,#全网通版 (麒麟 710F),honor
JSN-L21,# #,honor
JSN-L22,# #,honor
JSN-L23,# #,honor
JSN-L42,#,honor
KB2000,#全网通版 #China,oneplus
KB2001,#印度版 #India,oneplus
KB2003,#欧洲版 #EU,oneplus
KB2005,#北美版/国际版 #North America / Global,oneplus
KB2007,#T-Mobile 版 #T-Mobile,oneplus
KIW-AL10,#全网通版,honor
KIW-CL00,#电信版,honor
KIW-L21,#,honor
KIW-L24,#United States,honor
KIW-TL00,#移动定制版,honor
KIW-TL00H,#移动公开版,honor
KIW-UL00,#双 4G 版,honor
KKG-AN00,#5G,honor
KKG-AN70,#5G,honor
KNT-AL10,#全网通版,honor
KNT-AL20,"#全网通版 (麒麟 955, 2K 显示屏)",honor
KNT-TL10,#移动版,honor
KNT-UL10,#移动/联通版,honor
KOZ-AL00,#,honor
KOZ-AL00CM,#,honor
KOZ-AL40,#,honor
KSA-AL00,#全网通版,honor
KSA-AL10,#,honor
KSA-LX2,#,honor
KSA-LX3,#,honor
KSA-LX9,#,honor
KSA-TL00,#移动 4G+ 版,honor
L5,#5G,letv
L681C,#电信版 #China Telecom,meizu
L681H,魅族 M3 note 国际版 #Global,meizu
L681M,#移动版 #China Mobile,meizu
L681Q,#公开版 #China,meizu
LDN-AL00,#全网通标配版,huawei
LDN-AL10,#全网通 NFC 版,huawei
LDN-AL20,#全网通高配版,huawei
LDN-L21,#Dual SIM,huawei
LDN-LX2,#,huawei
LDN-LX3,#Dual SIM,huawei
LDN-TL00,#移动 4G+ 标配版,huawei
LDN-TL10,#移动 4G+ NFC 版,huawei
LDN-TL20,#移动 4G+ 高配版,huawei
LE2100,#全网通版 #China,oneplus
LE2101,#印度版 #India,oneplus
LE2110,#全网通版 #China,oneplus
LE2111,#印度版 #India,oneplus
LE2113,#欧洲版 #EU,oneplus
LE2115,#北美版/国际版 #North America / Global,oneplus
LE2117,#T-Mobile 版 #T-Mobile,oneplus
LE2119,#Verzion 版 #Verzion,oneplus
LE2120,#全网通版 #China,oneplus
LE2121,#印度版 #India,oneplus
LE2123,#欧洲版 #EU,oneplus
LE2125,#北美版/国际版 #North America / Global,oneplus
LE2127,#T-Mobile 版 #T-Mobile,oneplus
LEX622,#全网通版,letv
LEX623,#未知版本,letv
LEX626,#全网通版,letv
LEX650,#生态版,letv
LEX651,#标准版,letv
LEX652,#未知版本,letv
LEX656,#未知版本,letv
LEX658,#移动定制版,letv
LEX659,#未知版本,letv
LEX720,#全网通版,letv
LEX722,#精英版,letv
LEX726,#未知版本,letv
LEX728,#移动定制版,letv
LEX850,#,letv
LFT-AN00,#,zhixuan
LGE-AN00,#5G,honor
LGE-AN10,#5G,honor
LGE-AN20,#5G,honor
LGE-NX9,#5G,honor
LGN-AN00,#5G,zhixuan
LIO-AL00,#全网通版,huawei
LIO-AN00,#5G 全网通版,huawei
LIO-AN00P,#,huawei
LIO-AN00m,#5G,huawei
LIO-L09,#Single SIM,huawei
LIO-L29,#Dual SIM,huawei
LIO-N29,#5G Dual SIM #Dual SIM,huawei
LIO-TL00,#移动 4G+ 版,huawei
LIO-TN00,#5G 移动版,huawei
LLD-AL00,#全网通版,honor
LLD-AL10,#全网通版 #,honor
LLD-AL20,#全网通版 (4GB+64GB) #,honor
LLD-AL30,#全网通版,honor
LLD-L31,#,honor
LLD-TL10,#移动 4G+ 版,honor
LNA-AL00,#,huawei
LNA-LX9,#,huawei
LND-AL30,#全网通标配版 #,honor
LND-AL40,#全网通高配版,honor
LND-L29,#,honor
LND-TL30,#移动 4G+ 标配版,honor
LND-TL40,#移动 4G+ 高配版,honor
LON-AL00,# #,huawei
LON-L29,#Dual SIM #Dual SIM,huawei
LRA-AL00,#全网通版,honor
LRA-TL00,#移动 4G+ 版,honor
LSA-AN00,#5G,honor
LYA-AL00,#全网通版,huawei
LYA-AL00P,#,huawei
LYA-AL10,#全网通版 (8GB+256GB),huawei
LYA-L09,#Single SIM,huawei
LYA-L0C,#Single SIM,huawei
LYA-L29,#Dual SIM #Dual SIM,huawei
LYA-TL00,#移动 4G+ 版,huawei
Le X520,#全网通版,letv
Le X521,#全网通版,letv
Le X525,#全网通版,letv
Le X528,#移动定制版,letv
Le X529,#未知版本,letv
Le X620,#全网通版,letv
Le X621,#全网通版,letv
Le X625,#全网通版,letv
Le X820,#全网通版,letv
Le X822,#电信定制版,letv
Lenovo K320t,#,lenovo
Lenovo K350t,#,lenovo
Lenovo K520,#,lenovo
Lenovo K520t,#移动版,lenovo
Lenovo L18011,#,lenovo
Lenovo L38011,#,lenovo
Lenovo L38012,#,lenovo
Lenovo L38021,#移动版,lenovo
Lenovo L38031,#,lenovo
Lenovo L38041,#,lenovo
Lenovo L38082,#,lenovo
Lenovo L38111,#,lenovo
Lenovo L58041,#,lenovo
Lenovo L58091,#GT,lenovo
Lenovo L70081,#,lenovo
Lenovo L71061,#,lenovo
Lenovo L71091,#,lenovo
Lenovo L78011,#,lenovo
Lenovo L78012,#,lenovo
Lenovo L78031,#,lenovo
Lenovo L78032,#GT,lenovo
Lenovo L78051,#,lenovo
Lenovo L78071,#,lenovo
Lenovo L78121,#,lenovo
Lenovo L79031,#,lenovo
Lenovo L79041,#,lenovo
Letv L6,#,letv
Letv L6B,#,letv
Letv L7,#,letv
Letv L8,#5G,letv
Letv X500,#通用版,letv
Letv X501,#太子妃版,letv
Letv X502,#未知版本,letv
Letv X508,#移动定制版,letv
Letv X600,#通用版,letv
Letv X608,#移动定制版,letv
Letv X800,#通用版,letv
Letv X800+,#全网通版,letv
Letv X900,#通用版,letv
Letv X900+,#全网通版,letv
Letv X906,#电信定制版,letv
Letv X910,#,letv
M030,# #Dual Core,meizu
M031,#新版 #(Dual Core) (New),meizu
M032,# #,meizu
M040,#联通版 #China Unicom,meizu
M045,#移动版 #China Mobile,meizu
M081M,#运营商定制版 #Carrier version,meizu
M081Q,#公开版 #China,meizu
M091M,#运营商定制版 #Carrier version,meizu
M091Q,#公开版 #China,meizu
M172Q,# #,meizu
M1803D5XA,#尊享版 (全球频段) #Global,xiaomi
M1803D5XC,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1803D5XE,#全网通版 #China,xiaomi
M1803D5XT,#移动 4G+ 版 #China Mobile,xiaomi
M1803E1A,#全网通版 #,xiaomi
M1803E1C,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1803E1T,#移动 4G+ 版 #China Mobile,xiaomi
M1803E6C,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1803E6E,#全网通版 #China,xiaomi
M1803E6G,#国际版 #Global,xiaomi
M1803E6H,#国际版 #Global,xiaomi
M1803E6I,1#印度版 1#India,xiaomi
M1803E6T,#移动 4G+ 版 #China Mobile,xiaomi
M1803E7SG,#国际版 #Global,xiaomi
M1803E7SH,#国际版 #Global,xiaomi
M1804C3CC,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1804C3CE,#全网通版 #China,xiaomi
M1804C3CG,#国际版 #Global,xiaomi
M1804C3CH,#国际版 #Global,xiaomi
M1804C3CI,#印度版 #India,xiaomi
M1804C3CT,#移动 4G+ 版 #China Mobile,xiaomi
M1804C3DC,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1804C3DE,#全网通版 #China,xiaomi
M1804C3DG,#国际版 #Global,xiaomi
M1804C3DH,#国际版 #Global,xiaomi
M1804C3DI,#印度版 #India,xiaomi
M1804C3DT,#移动 4G+ 版 #China Mobile,xiaomi
M1804D2SC,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1804D2SE,#全网通版 #China,xiaomi
M1804D2SG,#国际版 #Global,xiaomi
M1804D2SI,#印度版 #India,xiaomi
M1804D2ST,#移动 4G+ 版 #China Mobile,xiaomi
M1804E4A,#全网通版 #,xiaomi
M1804E4C,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1804E4T,#移动 4G+ 版 #China Mobile,xiaomi
M1805D1SC,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1805D1SE,#全网通版 #China,xiaomi
M1805D1SG,#国际版 #Global,xiaomi
M1805D1SI,#印度版 #India,xiaomi
M1805D1ST,#移动 4G+ 版 #China Mobile,xiaomi
M1805E10A,# #,xiaomi
M1805E2A,#全网通版 #,xiaomi
M1806E7TG,#国际版 #Global,xiaomi
M1806E7TH,#国际版 #Global,xiaomi
M1806E7TI,#印度版 #India,xiaomi
M1807E8A,# #,xiaomi
M1807E8S,# #,xiaomi
M1808D2TC,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1808D2TE,#全网通版 #China,xiaomi
M1808D2TG,#Lite 国际版 #Global,xiaomi
M1808D2TT,#移动 4G+ 版 #China Mobile,xiaomi
M1810E5A,#全网通版 (全球频段) #Global,xiaomi
M1810E5E,#全网通版 #China,xiaomi
M1810E5GG,# #,xiaomi
M1810F6G,#国际版 #Global,xiaomi
M1810F6I,#印度版 #India,xiaomi
M1810F6LE,#全网通版 #China,xiaomi
M1810F6LG,#国际版 #Global,xiaomi
M1810F6LH,#国际版 #Global,xiaomi
M1810F6LI,#印度版 #India,xiaomi
M1810F6LT,#运营商全网通版 #Chinese Carrier Version,xiaomi
M181Q,# #,meizu
M182Q,# #,meizu
M1901F7BE,#全网通版 #China,xiaomi
M1901F7C,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1901F7E,#全网通版 #China,xiaomi
M1901F7G,#国际版 #Global,xiaomi
M1901F7H,#国际版 #Global,xiaomi
M1901F7I,#印度版 1#印度版 #India 1#India,xiaomi
M1901F7S,#印度版 #India,xiaomi
M1901F7T,#移动 4G+ 版 #China Mobile,xiaomi
M1901F9E,#全网通版 #,xiaomi
M1901F9T,#移动 4G+ 版 #China Mobile,xiaomi
M1902F1A,#全网通版 #China,xiaomi
M1902F1C,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1902F1G,#国际版 #Global,xiaomi
M1902F1T,#移动 4G+ 版 #China Mobile,xiaomi
M1903C3EC,#联通电信定制版 #China Unicom & China Telecom,xiaomi
M1903C3EE,#全网通版 #China,xiaomi
M1903C3EG,#国际版 #Global,xiaomi
M1903C3EH,#国际版 #Global,xiaomi
M1903C3EI,#印度版 #India,xiaomi
M1903C3ET,#移动 4G+ 版 #China Mobile,xiaomi
M1903C3GG,#国际版 #Global,xiaomi
M1903C3GH,#国际版 #Global,xiaomi
M1903C3GI,#印度版 #India,xiaomi
M1903F10A,#全网通版 #China,xiaomi
M1903F10C,#运营商全网通版 #Chinese Carrier Version,xiaomi
M1903F10G,#国际版 #Global,xiaomi
M1903F10I,#印度版 #India,xiaomi
M1903F11A,#全网通版 #全网通版 #China #China,xiaomi
M1903F11C,#运营商全网通版 #Chinese Carrier Version,xiaomi
M1903F11G,#国际版 #Global,xiaomi
M1903F11I,#印度版 #India,xiaomi
M1903F2A,#全网通版 #China,xiaomi
M1903F2G,#国际版 #Global,xiaomi
M1904F3BC,#全网通版 #China,xiaomi
M1904F3BG,#国际版 #Global,xiaomi
M1904F3BT,# #China,xiaomi
M1906F9SC,#全网通版 #China,xiaomi
M1906F9SH,#国际版 #Global,xiaomi
M1906F9SI,#印度版 #India,xiaomi
M1906G7E,#全网通版 #China,xiaomi
M1906G7G,#国际版 #Global,xiaomi
M1906G7I,#印度版 #India,xiaomi
M1906G7T,#运营商全网通版 #Chinese Carrier Version,xiaomi
M1908C3IC,#运营商全网通版 #Chinese Carrier Version,xiaomi
M1908C3IE,#全网通版 #China,xiaomi
M1908C3IG,#国际版 #Global,xiaomi
M1908C3IH,#国际版 #Global,xiaomi
M1908C3II,#印度版 #India,xiaomi
M1908C3JC,#运营商全网通版 #Chinese Carrier Version,xiaomi
M1908C3JE,#全网通版 #China,xiaomi
M1908C3JG,#国际版 #Global,xiaomi
M1908C3JGG,#国际版 #Global,xiaomi
M1908C3JH,#国际版 #Global,xiaomi
M1908C3JI,#印度版 #India,xiaomi
M1908C3KE,#全网通版 #China,xiaomi
M1908C3KG,#国际版 #Global,xiaomi
M1908C3KH,#国际版 #Global,xiaomi
M1908C3KI,#印度版 #India,xiaomi
M1908C3XG,#国际版 #Global,xiaomi
M1908F1XE,#5G 全网通版 #5G China,xiaomi
M1910F4E,#全网通版 #China,xiaomi
M1910F4G,#国际版 #Global,xiaomi
M1910F4S,#Pro 国际版 #Pro Global,xiaomi
M1912G7BC,#运营商全网通版 #Chinese Carrier Version,xiaomi
M1912G7BE,#全网通版 #China,xiaomi
M1912G7BI,#印度版 #India,xiaomi
M191Q,# #,meizu
M192Q,# #,meizu
M2001C3K3I,#印度版 1#国际版 #India 1#Global,xiaomi
M2001G7AC,#全网通版 #全网通版 #China #China,xiaomi
M2001G7AE,#全网通版 #极速版 #China #Speed China,xiaomi
M2001J11C,#全网通版 #变焦版 全网通版 #China #China,xiaomi
M2001J11E,#变焦版 全网通版 #China,xiaomi
M2001J1C,#全网通版 #China,xiaomi
M2001J1E,#全网通版 #China,xiaomi
M2001J1G,#国际版 #Global,xiaomi
M2001J2C,#全网通版 #China,xiaomi
M2001J2E,#全网通版 #China,xiaomi
M2001J2G,#国际版 #Global,xiaomi
M2001J2I,#印度版 #India,xiaomi
M2002F4LG,#国际版 #Global,xiaomi
M2002J9E,#全网通版 #China,xiaomi
M2002J9G,#国际版 #Global,xiaomi
M2002J9R,#日本版 (KDDI) #Japan (KDDI),xiaomi
M2002J9S,#韩国版 #Korea,xiaomi
M2003J15SC,#全网通版 #China,xiaomi
M2003J15SG,#国际版 (NFC) #Global (NFC),xiaomi
M2003J15SI,#印度版 #India,xiaomi
M2003J15SS,#国际版 #Global,xiaomi
M2003J6A1G,1#国际版 1#Global,xiaomi
M2003J6A1I,#印度版 #India,xiaomi
M2003J6A1R,1#日本版 1#韩国版 1#Japan 1#Korea,xiaomi
M2003J6B1I,#印度版 #India,xiaomi
M2003J6B2G,#国际版 #Global,xiaomi
M2003J6CI,#印度版 #India,xiaomi
M2004J11G,#国际版 #Global,xiaomi
M2004J19AG,#国际版 (NFC) #Global (NFC),xiaomi
M2004J19C,#全网通版 #China,xiaomi
M2004J19G,#国际版 #Global,xiaomi
M2004J19I,1#印度版 1#India,xiaomi
M2004J19PI,#印度版 #India,xiaomi
M2004J7AC,#全网通版 #China,xiaomi
M2004J7BC,#全网通版 #China,xiaomi
M2006C3LC,#全网通版 #China,xiaomi
M2006C3LG,#国际版 #Global,xiaomi
M2006C3LI,#印度版 #Sport 印度版 #India #Sport India,xiaomi
M2006C3LII,2#印度版 2#Sport 印度版 2#India 2#Sport India,xiaomi
M2006C3LVG,1#国际版 1#Global,xiaomi
M2006C3MG,#国际版 #Global,xiaomi
M2006C3MI,#印度版 #India,xiaomi
M2006C3MII,#印度版 1#印度版 #India 1#India,xiaomi
M2006C3MNG,#国际版 #Global,xiaomi
M2006C3MT,#泰国版 #Thailand,xiaomi
M2006J10C,#全网通版 #China,xiaomi
M2007J17C,#5G 全网通版 #5G China,xiaomi
M2007J17G,#国际版 #Global,xiaomi
M2007J17I,#印度版 #India,xiaomi
M2007J1SC,#全网通版 #China,xiaomi
M2007J20CG,#国际版 #Global,xiaomi
M2007J20CI,#印度版 #India,xiaomi
M2007J20CT,#泰国版 #Thailand,xiaomi
M2007J22C,#5G 全网通版 #China,xiaomi
M2007J22G,#5G 国际版 #5G Global,xiaomi
M2007J22R,#5G 日本版 (SoftBank) #5G Japan (SoftBank),xiaomi
M2007J3SC,#全网通版 #China,xiaomi
M2007J3SG,#国际版 #Global,xiaomi
M2007J3SI,#印度版 #India,xiaomi
M2007J3SP,#印度版 #India,xiaomi
M2007J3SY,#国际版 #Global,xiaomi
M2010J19CG,#国际版 #Global,xiaomi
M2010J19CI,#印度版 #India,xiaomi
M2010J19CT,#泰国版 #Thailand,xiaomi
M2010J19SC,#全网通版 #China,xiaomi
M2010J19SG,#国际版 #Global,xiaomi
M2010J19SI,1#印度版 1#India,xiaomi
M2010J19SL,#拉美版 #Latin America,xiaomi
M2010J19SR,#日本版 #Japan,xiaomi
M2010J19ST,#泰国版 #Thailand,xiaomi
M2010J19SY,#国际版 (NFC) #Global (NFC),xiaomi
M2011J18C,# #China,xiaomi
M2011K2C,#全网通版 #China,xiaomi
M2011K2G,#国际版 #Global,xiaomi
M2012K10C,#全网通版 #China,xiaomi
M2012K11AC,#全网通版 #China,xiaomi
M2012K11AG,#国际版 #Global,xiaomi
M2012K11AI,#印度版 #India,xiaomi
M2012K11C,#全网通版 1#全网通版 #China 1#China,xiaomi
M2012K11G,#国际版 #Global,xiaomi
M2012K11I,#印度版 #India,xiaomi
M2101K6G,#国际版 #Global,xiaomi
M2101K6I,1#印度版 1#India,xiaomi
M2101K6P,#印度版 #India,xiaomi
M2101K6R,#日本版 #Japan,xiaomi
M2101K6T,#泰国版 #Thailand,xiaomi
M2101K7AG,#国际版 #Global,xiaomi
M2101K7AI,#印度版 #India,xiaomi
M2101K7BG,#国际版 #Global,xiaomi
M2101K7BI,#印度版 #India,xiaomi
M2101K7BL,#拉美版 #Latin America,xiaomi
M2101K7BNY,#国际版 (NFC) #Global (NFC),xiaomi
M2101K9AG,#4G 国际版 #4G Global,xiaomi
M2101K9AI,#4G 印度版 #4G India,xiaomi
M2101K9C,#全网通版 #China,xiaomi
M2101K9G,#Lite 5G 国际版 #Global,xiaomi
M2101K9R,#Lite 5G 日本版 #Japan,xiaomi
M2102J20SG,#国际版 #Global,xiaomi
M2102J20SI,#印度版 #India,xiaomi
M2102J2SC,#全网通版 #China,xiaomi
M2102K1AC,#全网通版 #China,xiaomi
M2102K1C,#全网通版 #China,xiaomi
M2102K1G,#国际版 #Global,xiaomi
M2103K19C,#全网通版 2#全网通版 #China 2#5G China,xiaomi
M2103K19G,#国际版 #Global,xiaomi
M2103K19I,1#5G 印度版 1#5G India,xiaomi
M2103K19PG,#国际版 #Global,xiaomi
M2103K19PI,#印度版 #India,xiaomi
M2103K19PY,#国际版 #Global,xiaomi
M2103K19Y,1#国际版 1#Global,xiaomi
M2104K10AC,#5G 全网通版 #5G China,xiaomi
M2104K10I,#印度版 #India,xiaomi
M2104K19J,#日本版 (KDDI) #Japan (KDDI),xiaomi
M2110,# #,meizu
M2111,# #,meizu
M351,#联通版 (16GB) #16GB China Unicom,meizu
M353,#联通版 (32GB/64GB) #32GB / 64GB China Unicom,meizu
M355,#移动版 (16GB) #16GB China Mobile,meizu
M356,#移动版 (32GB/64GB) #32GB / 64GB China Mobile,meizu
M381Q,# #,meizu
M391Q,# #,meizu
M392Q,# #,meizu
M460,#移动版 #China Mobile,meizu
M460A,#YunOS 版 #YunOS Edition,meizu
M460H,#国际版 #Global,meizu
M461,#联通版 #China Unicom,meizu
M462,#移动版 #China Mobile,meizu
M462H,#国际版 #Global,meizu
M462U,#联通版 #China Unicom,meizu
M463C,#电信版 #China Telecom,meizu
M463H,魅族 m1 note 国际版 #Global,meizu
M463M,#移动版 #China Mobile,meizu
M463U,#联通版 #China Unicom,meizu
M465A,#YunOS 版 #YunOS Edition,meizu
M465M,#移动版 #China Mobile,meizu
M570C,#电信版 #China Telecom,meizu
M570H,#国际版 #Global,meizu
M570M,#移动版 #China Mobile,meizu
M570Q,#公开版 #China,meizu
M570Q-S,# #,meizu
M571,#公开版 #China,meizu
M571C,#电信版 #China Telecom,meizu
M571H,魅族 m2 note 国际版 #Global,meizu
M571M,#移动版 #China Mobile,meizu
M571U,#联通版 #China Unicom,meizu
M575,#公开版 #China,meizu
M575H,#国际版 #Global,meizu
M575M,#移动版 #China Mobile,meizu
M575U,#联通版 #China Unicom,meizu
M576,#公开版 #China,meizu
M576H,#国际版 #Global,meizu
M576U,#联通版 #China Unicom,meizu
M578,#公开版 #China,meizu
M578A,#YunOS 公开版 #YunOS Edition,meizu
M578C,#电信版 #China Telecom,meizu
M578CA,#YunOS 电信版 #YunOS Edition China Telecom,meizu
M578CE,#电信定制版 #China Telecom,meizu
M578H,魅族 m2 国际版 #Global,meizu
M578M,#移动版 #China Mobile,meizu
M578MA,#YunOS 移动版 #YunOS Edition China Mobile,meizu
M578U,#联通版 #China Unicom,meizu
M57A,#公开版 #China,meizu
M57AC,#电信版 #China Telecom,meizu
M57AM,#移动版 #China Mobile,meizu
M57AU,#联通版 #China Unicom,meizu
M611A,#公开版 #China,meizu
M611D,#电信版 #China Telecom,meizu
M611H,魅族 M5 国际版 #Global,meizu
M611Y,#移动版 #China Mobile,meizu
M612C,#电信版 #China Telecom,meizu
M612H,魅族 M5s 国际版 #Global,meizu
M612M,#移动版 #China Mobile,meizu
M612Q,#公开版 #China,meizu
